SELECT     COD_OS, STATUS_OS, STATUS, COD_RESPONSAVEL, TIPO_OS, DATA_ENTRADA, HORA_ENTRADA, DATA_TERMINO, HORA_TERMINO, COD_FUNCIONARIO, COD_CLIENTE, SUBTOTAL, TIPO_DESC, VALOR_DESC, TOTAL, TIPO_PAGAMENTO, PAGAMENTO, ValorDescReal, COD_PEDIDO, 
                  OBS, ENTRADA
FROM        OS
Dados:
319	1	TERMINADO	2	CONSERTO	2026-03-13 00:00:00.000	1900-01-01 14:54:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	2	62	170,00	R	0,00	170,00	À Prazo	PROMISSORIA	0,00	583		0,00
320	1	TERMINADO	3	CONSERTO	2026-03-14 00:00:00.000	1900-01-01 07:49:00.000	2026-03-14 00:00:00.000	1900-01-01 00:00:00.000	2	39	390,00	R	0,00	390,00	À Vista	1 - FORMA	0,00	584		0,00
322	1	TERMINADO	2	CONSERTO	2026-03-16 00:00:00.000	1900-01-01 09:42:00.000	2026-04-01 00:00:00.000	1900-01-01 00:00:00.000	3	8	905,00	R	0,00	905,00	À Prazo	PROMISSORIA	0,00	587		0,00
323	1	TERMINADO	2	CONSERTO	2026-03-16 00:00:00.000	1900-01-01 14:02:00.000	2026-03-23 00:00:00.000	1900-01-01 00:00:00.000	3	77	2701,99	R	0,00	2701,99	À Vista	1 - FORMA	0,00	588		0,00
324	1	TERMINADO	2	CONSERTO	2026-03-16 00:00:00.000	1900-01-01 14:26:00.000	2026-03-21 00:00:00.000	1900-01-01 00:00:00.000	3	70	1475,01	R	0,00	1475,01	À Prazo	PROMISSORIA	0,00	589		0,00
325	1	TERMINADO	2	CONSERTO	2026-03-17 00:00:00.000	1900-01-01 09:21:00.000	2026-04-01 00:00:00.000	1900-01-01 00:00:00.000	2	8	822,91	R	0,00	822,91	À Prazo	PROMISSORIA	0,00	593		0,00
326	1	TERMINADO	2	CONSERTO	2026-03-17 00:00:00.000	1900-01-01 10:23:00.000	2026-04-01 00:00:00.000	1900-01-01 00:00:00.000	3	8	910,00	R	0,00	910,00	À Prazo	PROMISSORIA	0,00	594		0,00
327	1	TERMINADO	2	CONSERTO	2026-03-17 00:00:00.000	1900-01-01 18:07:00.000	2026-03-18 00:00:00.000	1900-01-01 00:00:00.000	2	64	400,00	R	0,00	400,00	À Vista	1 - FORMA	0,00	595		0,00
328	1	TERMINADO	2	CONSERTO	2026-03-18 00:00:00.000	1900-01-01 08:48:00.000	2026-03-18 00:00:00.000	1900-01-01 00:00:00.000	3	104	585,00	R	0,00	585,00	À Prazo	PROMISSORIA	0,00	597		0,00
329	1	TERMINADO	3	CONSERTO	2026-03-18 00:00:00.000	1900-01-01 10:33:00.000	2026-03-18 00:00:00.000	1900-01-01 00:00:00.000	3	39	351,00	R	0,00	351,00	À Vista	1 - FORMA	0,00	598		0,00
